PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
361,No,Third Class,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,,S
362,No,Second Class,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,,C
363,No,Third Class,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,,C
364,No,Third Class,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S
365,No,Third Class,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q
366,No,Third Class,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,,S
372,No,Third Class,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,,S
373,No,Third Class,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,,S
374,No,First Class,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,,C
375,No,Third Class,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,,S
378,No,First Class,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,C
379,No,Third Class,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,,C
380,No,Third Class,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,,S
383,No,Third Class,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,,S
385,No,Third Class,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S
386,No,Second Class,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,,S
387,No,Third Class,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,,S
389,No,Third Class,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q
393,No,Third Class,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,7.925,,S
396,No,Third Class,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,,S
397,No,Third Class,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,,S
398,No,Second Class,"McKane, Mr. Peter David",male,46,0,0,28403,26,,S
399,No,Second Class,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,,S
402,No,Third Class,"Adams, Mr. John",male,26,0,0,341826,8.05,,S
403,No,Third Class,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,,S
404,No,Third Class,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,,S
405,No,Third Class,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,,S
406,No,Second Class,"Gale, Mr. Shadrach",male,34,1,0,28664,21,,S
407,No,Third Class,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,,S
409,No,Third Class,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,,S
410,No,Third Class,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S
411,No,Third Class,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S
412,No,Third Class,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q
414,No,Second Class,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0,,S
416,No,Third Class,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S
419,No,Second Class,"Matthews, Mr. William John",male,30,0,0,28228,13,,S
420,No,Third Class,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,,S
421,No,Third Class,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C
422,No,Third Class,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,,Q
423,No,Third Class,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,,S
424,No,Third Class,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,,S
425,No,Third Class,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,,S
426,No,Third Class,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S
429,No,Third Class,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q
434,No,Third Class,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,,S
435,No,First Class,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,S
437,No,Third Class,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,,S
439,No,First Class,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,S
440,No,Second Class,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,,S
442,No,Third Class,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,,S
443,No,Third Class,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,,S
451,No,Second Class,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,S
452,No,Third Class,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S
453,No,First Class,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,27.75,C111,C
455,No,Third Class,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S
457,No,First Class,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,E38,S
460,No,Third Class,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q
462,No,Third Class,"Morley, Mr. William",male,34,0,0,364506,8.05,,S
463,No,First Class,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,E63,S
464,No,Second Class,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,,S
465,No,Third Class,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S
466,No,Third Class,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,7.05,,S
467,No,Second Class,"Campbell, Mr. William",male,,0,0,239853,0,,S
468,No,First Class,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,,S
469,No,Third Class,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q
471,No,Third Class,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S
472,No,Third Class,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,,S
475,No,Third Class,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,9.8375,,S
476,No,First Class,"Clifford, Mr. George Quincy",male,,0,0,110465,52,A14,S
477,No,Second Class,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,,S
478,No,Third Class,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,,S
479,No,Third Class,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,,S
481,No,Third Class,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,,S
482,No,Second Class,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0,,S
483,No,Third Class,"Rouse, Mr. Richard Henry",male,50,0,0,A/5 3594,8.05,,S
486,No,Third Class,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S
488,No,First Class,"Kent, Mr. Edward Austin",male,58,0,0,11771,29.7,B37,C
489,No,Third Class,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,,S
491,No,Third Class,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,S
492,No,Third Class,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,7.25,,S
493,No,First Class,"Molson, Mr. Harry Markland",male,55,0,0,113787,30.5,C30,S
494,No,First Class,"Artagaveytia, Mr. Ramon",male,71,0,0,PC 17609,49.5042,,C
495,No,Third Class,"Stanley, Mr. Edward Roland",male,21,0,0,A/4 45380,8.05,,S
496,No,Third Class,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,C
498,No,Third Class,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,S
499,No,First Class,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,151.55,C22 C26,S
500,No,Third Class,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,,S
501,No,Third Class,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,,S
502,No,Third Class,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,,Q
503,No,Third Class,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,,Q
504,No,Third Class,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,,S
506,No,First Class,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C65,C
509,No,Third Class,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,22.525,,S
512,No,Third Class,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S
515,No,Third Class,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,,S
516,No,First Class,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,S
518,No,Third Class,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,,Q
520,No,Third Class,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,,S
522,No,Third Class,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,,S
523,No,Third Class,"Lahoud, Mr. Sarkis",male,,0,0,2624,7.225,,C
525,No,Third Class,"Kassem, Mr. Fared",male,,0,0,2700,7.2292,,C
526,No,Third Class,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q
528,No,First Class,"Farthing, Mr. John",male,,0,0,PC 17483,221.7792,C95,S
529,No,Third Class,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,7.925,,S
530,No,Second Class,"Hocking, Mr. Richard George",male,23,2,1,29104,11.5,,S
532,No,Third Class,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C
533,No,Third Class,"Elias, Mr. Joseph Jr",male,17,1,1,2690,7.2292,,C
535,No,Third Class,"Cacic, Miss. Marija",female,30,0,0,315084,8.6625,,S
537,No,First Class,"Butt, Major. Archibald Willingham",male,45,0,0,113050,26.55,B38,S
539,No,Third Class,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S
542,No,Third Class,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,,S
543,No,Third Class,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,,S
545,No,First Class,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,106.425,C86,C
546,No,First Class,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26,,S
549,No,Third Class,"Goldsmith, Mr. Frank John",male,33,1,1,363291,20.525,,S
552,No,Second Class,"Sharp, Mr. Percival James R",male,27,0,0,244358,26,,S
553,No,Third Class,"O'Brien, Mr. Timothy",male,,0,0,330979,7.8292,,Q
556,No,First Class,"Wright, Mr. George",male,62,0,0,113807,26.55,,S
558,No,First Class,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,,C
561,No,Third Class,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,7.75,,Q
562,No,Third Class,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,,S
563,No,Second Class,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,,S
564,No,Third Class,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,8.05,,S
565,No,Third Class,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,8.05,,S
566,No,Third Class,"Davies, Mr. Alfred J",male,24,2,0,A/4 48871,24.15,,S
567,No,Third Class,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,,S
568,No,Third Class,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,21.075,,S
569,No,Third Class,"Doharr, Mr. Tannous",male,,0,0,2686,7.2292,,C
575,No,Third Class,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,8.05,,S
576,No,Third Class,"Patchett, Mr. George",male,19,0,0,358585,14.5,,S
579,No,Third Class,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,,C
583,No,Second Class,"Downton, Mr. William James",male,54,0,0,28403,26,,S
584,No,First Class,"Ross, Mr. John Hugo",male,36,0,0,13049,40.125,A10,C
585,No,Third Class,"Paulner, Mr. Uscher",male,,0,0,3411,8.7125,,C
587,No,Second Class,"Jarvis, Mr. John Denzil",male,47,0,0,237565,15,,S
589,No,Third Class,"Gilinski, Mr. Eliezer",male,22,0,0,14973,8.05,,S
590,No,Third Class,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,8.05,,S
591,No,Third Class,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,7.125,,S
593,No,Third Class,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,7.25,,S
594,No,Third Class,"Bourke, Miss. Mary",female,,0,2,364848,7.75,,Q
595,No,Second Class,"Chapman, Mr. John Henry",male,37,1,0,SC/AH 29037,26,,S
596,No,Third Class,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,24.15,,S
598,No,Third Class,"Johnson, Mr. Alfred",male,49,0,0,LINE,0,,S
599,No,Third Class,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,,C
602,No,Third Class,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,S
603,No,First Class,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,,S
604,No,Third Class,"Torber, Mr. Ernst William",male,44,0,0,364511,8.05,,S
606,No,Third Class,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,,S
607,No,Third Class,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,,S
611,No,Third Class,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,,S
612,No,Third Class,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,7.05,,S
614,No,Third Class,"Horgan, Mr. John",male,,0,0,370377,7.75,,Q
615,No,Third Class,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,8.05,,S
617,No,Third Class,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,14.4,,S
618,No,Third Class,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,A/5. 3336,16.1,,S
620,No,Second Class,"Gavey, Mr. Lawrence",male,26,0,0,31028,10.5,,S
621,No,Third Class,"Yasbeck, Mr. Antoni",male,27,1,0,2659,14.4542,,C
624,No,Third Class,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,,S
625,No,Third Class,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,16.1,,S
626,No,First Class,"Sutton, Mr. Frederick",male,61,0,0,36963,32.3208,D50,S
627,No,Second Class,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,,Q
629,No,Third Class,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,,S
630,No,Third Class,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,,Q
632,No,Third Class,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,7.0542,,S
634,No,First Class,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0,,S
635,No,Third Class,"Skoog, Miss. Mabel",female,9,3,2,347088,27.9,,S
637,No,Third Class,"Leinonen, Mr. Antti Gustaf",male,32,0,0,STON/O 2. 3101292,7.925,,S
638,No,Second Class,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,,S
639,No,Third Class,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,3101295,39.6875,,S
640,No,Third Class,"Thorneycroft, Mr. Percival",male,,1,0,376564,16.1,,S
641,No,Third Class,"Jensen, Mr. Hans Peder",male,20,0,0,350050,7.8542,,S
643,No,Third Class,"Skoog, Miss. Margit Elizabeth",female,2,3,2,347088,27.9,,S
647,No,Third Class,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,,S
649,No,Third Class,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S
651,No,Third Class,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S
653,No,Third Class,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,8.4333,,S
655,No,Third Class,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,,Q
656,No,Second Class,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,,S
657,No,Third Class,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,S
658,No,Third Class,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,,Q
659,No,Second Class,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13,,S
660,No,First Class,"Newell, Mr. Arthur Webster",male,58,0,2,35273,113.275,D48,C
662,No,Third Class,"Badt, Mr. Mohamed",male,40,0,0,2623,7.225,,C
663,No,First Class,"Colley, Mr. Edward Pomeroy",male,47,0,0,5727,25.5875,E58,S
664,No,Third Class,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,,S
666,No,Second Class,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,73.5,,S
667,No,Second Class,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,,S
668,No,Third Class,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,S
669,No,Third Class,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,,S
672,No,First Class,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,52,B71,S
673,No,Second Class,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,,S
675,No,Second Class,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0,,S
676,No,Third Class,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,,S
677,No,Third Class,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S
679,No,Third Class,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,,S
681,No,Third Class,"Peters, Miss. Katie",female,,0,0,330935,8.1375,,Q
683,No,Third Class,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,9.225,,S
684,No,Third Class,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,46.9,,S
685,No,Second Class,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,,S
686,No,Second Class,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,C
687,No,Third Class,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,,S
688,No,Third Class,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,,S
689,No,Third Class,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,,S
694,No,Third Class,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,,C
695,No,First Class,"Weir, Col. John",male,60,0,0,113800,26.55,,S
696,No,Second Class,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,,S
697,No,Third Class,"Kelly, Mr. James",male,44,0,0,363592,8.05,,S
699,No,First Class,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,C
700,No,Third Class,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,S
703,No,Third Class,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,,C
704,No,Third Class,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,,Q
705,No,Third Class,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,,S
706,No,Second Class,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,,S
712,No,First Class,"Klaber, Mr. Herman",male,,0,0,113028,26.55,C124,S
714,No,Third Class,"Larsson, Mr. August Viktor",male,29,0,0,7545,9.4833,,S
715,No,Second Class,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,,S
716,No,Third Class,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S
719,No,Third Class,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,,Q
720,No,Third Class,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,,S
722,No,Third Class,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,,S
723,No,Second Class,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,,S
724,No,Second Class,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,,S
726,No,Third Class,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,S
729,No,Second Class,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,,S
730,No,Third Class,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,,S
732,No,Third Class,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,,C
733,No,Second Class,"Knight, Mr. Robert J",male,,0,0,239855,0,,S
734,No,Second Class,"Berriman, Mr. William John",male,23,0,0,28425,13,,S
735,No,Second Class,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,,S
736,No,Third Class,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S
737,No,Third Class,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,,S
739,No,Third Class,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,S
740,No,Third Class,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,S
742,No,First Class,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,S
744,No,Third Class,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,,S
746,No,First Class,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71,B22,S
747,No,Third Class,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,,S
749,No,First Class,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,D30,S
750,No,Third Class,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,,Q
753,No,Third Class,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,,S
754,No,Third Class,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,,S
757,No,Third Class,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,,S
758,No,Second Class,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,,S
759,No,Third Class,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,,S
761,No,Third Class,"Garfirth, Mr. John",male,,0,0,358585,14.5,,S
762,No,Third Class,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,,S
765,No,Third Class,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,,S
767,No,First Class,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,C
768,No,Third Class,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q
769,No,Third Class,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Q
770,No,Third Class,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,,S
771,No,Third Class,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,,S
772,No,Third Class,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,,S
773,No,Second Class,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,E77,S
774,No,Third Class,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,C
776,No,Third Class,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,,S
777,No,Third Class,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q
779,No,Third Class,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q
783,No,First Class,"Long, Mr. Milton Clyde",male,29,0,0,113501,30,D6,S
784,No,Third Class,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,23.45,,S
785,No,Third Class,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,,S
786,No,Third Class,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,7.25,,S
788,No,Third Class,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,,Q
790,No,First Class,"Guggenheim, Mr. Benjamin",male,46,0,0,PC 17593,79.2,B82 B84,C
791,No,Third Class,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Q
792,No,Second Class,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,,S
793,No,Third Class,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,,S
794,No,First Class,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,30.6958,,C
795,No,Third Class,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,7.8958,,S
796,No,Second Class,"Otter, Mr. Richard",male,39,0,0,28213,13,,S
799,No,Third Class,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,7.2292,,C
800,No,Third Class,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,24.15,,S
801,No,Second Class,"Ponesell, Mr. Martin",male,34,0,0,250647,13,,S
806,No,Third Class,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,,S
807,No,First Class,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0,A36,S
808,No,Third Class,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,,S
809,No,Second Class,"Meyer, Mr. August",male,39,0,0,248723,13,,S
811,No,Third Class,"Alexander, Mr. William",male,26,0,0,3474,7.8875,,S
812,No,Third Class,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,,S
813,No,Second Class,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,,S
814,No,Third Class,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,,S
815,No,Third Class,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S
816,No,First Class,"Fry, Mr. Richard",male,,0,0,112058,0,B102,S
817,No,Third Class,"Heininen, Miss. Wendla Maria",female,23,0,0,STON/O2. 3101290,7.925,,S
818,No,Second Class,"Mallet, Mr. Albert",male,31,1,1,S.C./PARIS 2079,37.0042,,C
819,No,Third Class,"Holm, Mr. John Fredrik Alexander",male,43,0,0,C 7075,6.45,,S
820,No,Third Class,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,,S
823,No,First Class,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,0,,S
825,No,Third Class,"Panula, Master. Urho Abraham",male,2,4,1,3101295,39.6875,,S
826,No,Third Class,"Flynn, Mr. John",male,,0,0,368323,6.95,,Q
827,No,Third Class,"Lam, Mr. Len",male,,0,0,1601,56.4958,,S
833,No,Third Class,"Saad, Mr. Amin",male,,0,0,2671,7.2292,,C
834,No,Third Class,"Augustsson, Mr. Albert",male,23,0,0,347468,7.8542,,S
835,No,Third Class,"Allum, Mr. Owen George",male,18,0,0,2223,8.3,,S
837,No,Third Class,"Pasic, Mr. Jakob",male,21,0,0,315097,8.6625,,S
838,No,Third Class,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,,S
841,No,Third Class,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,SOTON/O2 3101287,7.925,,S
842,No,Second Class,"Mudd, Mr. Thomas Charles",male,16,0,0,S.O./P.P. 3,10.5,,S
844,No,Third Class,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C
845,No,Third Class,"Culumovic, Mr. Jeso",male,17,0,0,315090,8.6625,,S
846,No,Third Class,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,7.55,,S
847,No,Third Class,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,69.55,,S
848,No,Third Class,"Markoff, Mr. Marin",male,35,0,0,349213,7.8958,,C
849,No,Second Class,"Harper, Rev. John",male,28,0,1,248727,33,,S
851,No,Third Class,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,,S
